amazon_order_id,automated_shipping_setting_automated_carrier,automated_shipping_setting_automated_ship_method,automated_shipping_setting_has_automated_shipping_settings,buyer_info_buyer_email,buyer_info_buyer_county,buyer_info_buyer_name,buyer_info_purchase_order_number,buyer_invoice_preference,buyer_tax_info_buyer_business_address,buyer_tax_info_buyer_legal_company_name,buyer_tax_info_buyer_tax_office,buyer_tax_info_buyer_tax_registration_id,cba_displayable_shipping_label,earliest_delivery_date,earliest_ship_date,easy_ship_shipment_status,electronic_invoice_status,fulfillment_channel,fulfillment_supply_source_id,has_regulated_items,is_access_point_order,is_business_order,is_estimated_ship_date_set,is_global_express_enabled,is_iba,is_ispu,is_premium_order,is_prime,is_replacement_order,is_sold_by_ab,last_update_date,latest_delivery_date,latest_ship_date,marketplace_id,number_of_items_shipped,number_of_items_unshipped,order_channel,order_status,order_total_amount,order_total_currency_code,order_type,payment_method,promise_response_due_date,purchase_date,replaced_order_id,sales_channel,seller_display_name,seller_order_id,ship_service_level,shipment_service_level_category,default_ship_from_location_address_line_1,default_ship_from_location_address_line_2,default_ship_from_location_address_line_3,default_ship_from_location_address_type,default_ship_from_location_city,default_ship_from_location_country_code,default_ship_from_location_county,default_ship_from_location_district,default_ship_from_location_municipality,default_ship_from_location_name,default_ship_from_location_phone,default_ship_from_location_postal_code,default_ship_from_location_state_or_region,shipping_address_address_line_1,shipping_address_address_line_2,shipping_address_address_line_3,shipping_address_address_type,shipping_address_city,shipping_address_country_code,shipping_address_county,shipping_address_district,shipping_address_municipality,shipping_address_name,shipping_address_phone,shipping_address_postal_code,shipping_address_state_or_region
ORDER00030,UPS,Same-Day,t,customer@hotmail.com,Orange County,Alice Johnson,PO-4926,INDIVIDUAL,"123 Fake Street, Harris County",Alice Johnson,Office-8,VAT-155705,Shipping Label 30,2025-02-01 00:00:28.112,2025-01-25 00:00:28.112,PickedUp,Processing,AFN,Source-5,t,f,t,t,t,t,f,f,t,f,t,2025-01-21 18:11:28,2025-02-04 00:00:00,2025-02-04 00:00:00,MPIDRANDOM,3,6,Amazon.ca,PartiallyShipped,93.62,USD,LongLeadTimeOrder,GC,2025-01-31 18:11:28,2025-01-23 18:11:28,REPLACED_ORDER_3028,Amazon.com,Logan Roy,SELLER_ORDER_9512,Same-Day,FreeEconomy,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00031,USPS,Same-Day,f,user@yahoo.com,King County,Bob Brown,PO-8946,INDIVIDUAL,"123 Fake Street, Orange County",Bob Brown,Office-21,VAT-417024,Shipping Label 31,2025-02-01 00:00:28.112,2025-01-20 00:00:28.112,Delivered,Processing,AFN,Source-35,t,f,f,f,t,t,t,f,t,f,f,2025-01-19 18:11:28,2025-02-02 00:00:00,2025-02-09 00:00:00,MPIDRANDOM,2,3,Amazon.de,PartiallyShipped,32.03,USD,LongLeadTimeOrder,GC,2025-02-01 18:11:28,2025-01-20 18:11:28,REPLACED_ORDER_5154,Amazon.com,Logan Roy,SELLER_ORDER_3883,Expedited,FreeEconomy,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00032,UPS,Standard,t,example@gmail.com,King County,Jane Smith,PO-5178,INDIVIDUAL,"123 Fake Street, Harris County",Bob Brown,Office-32,VAT-325510,Shipping Label 32,2025-01-31 00:00:28.112,2025-01-19 00:00:28.112,OutForDelivery,Processing,MFN,Source-65,f,f,f,f,t,f,f,f,t,f,t,2025-01-14 18:11:28,2025-01-30 00:00:00,2025-02-02 00:00:00,MPIDRANDOM,4,8,Amazon.com,PartiallyShipped,262.96,USD,LongLeadTimeOrder,GC,2025-01-29 18:11:28,2024-12-31 18:11:28,REPLACED_ORDER_6834,Amazon.ca,Logan Roy,SELLER_ORDER_6137,Two-Day,FreeEconomy,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00033,DHL,Standard,t,example@gmail.com,Orange County,Alice Johnson,PO-1416,INDIVIDUAL,"123 Fake Street, Harris County",Alice Johnson,Office-7,VAT-429463,Shipping Label 33,2025-02-04 00:00:28.112,2025-01-18 00:00:28.112,Delivered,Processing,AFN,Source-62,t,t,f,t,t,t,t,t,f,t,f,2025-01-03 18:11:28,2025-02-04 00:00:00,2025-02-02 00:00:00,MPIDRANDOM,4,3,Amazon.com,PartiallyShipped,264.48,USD,LongLeadTimeOrder,GC,2025-01-28 18:11:28,2025-01-05 18:11:28,REPLACED_ORDER_7686,Amazon.de,Logan Roy,SELLER_ORDER_1937,Same-Day,FreeEconomy,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00034,DHL,Same-Day,t,user@yahoo.com,Orange County,Bob Brown,PO-7731,INDIVIDUAL,"123 Fake Street, Orange County",Bob Brown,Office-38,VAT-989940,Shipping Label 34,2025-01-29 00:00:28.112,2025-01-19 00:00:28.112,PickedUp,Processing,AFN,Source-68,t,t,t,t,t,f,t,f,f,t,t,2025-01-07 18:11:28,2025-02-02 00:00:00,2025-02-09 00:00:00,MPIDRANDOM,4,7,Amazon.com,PartiallyShipped,455.39,USD,LongLeadTimeOrder,GC,2025-02-02 18:11:28,2025-01-23 18:11:28,REPLACED_ORDER_3528,Amazon.ca,Logan Roy,SELLER_ORDER_2244,Two-Day,FreeEconomy,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00035,FedEx,Standard,t,example@gmail.com,Harris County,Jane Smith,PO-5338,INDIVIDUAL,"123 Fake Street, King County",John Doe,Office-4,VAT-928740,Shipping Label 35,2025-01-30 00:00:28.112,2025-01-20 00:00:28.112,PendingDropoff,Processing,AFN,Source-35,f,t,t,f,f,t,f,t,f,t,f,2025-01-17 18:11:28,2025-02-01 00:00:00,2025-02-04 00:00:00,MPIDRANDOM,4,0,Amazon.ca,PartiallyShipped,461.86,USD,LongLeadTimeOrder,GC,2025-01-29 18:11:28,2025-01-27 18:11:28,REPLACED_ORDER_8961,Amazon.ca,Logan Roy,SELLER_ORDER_1667,Same-Day,FreeEconomy,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00036,UPS,Two-Day,t,example@gmail.com,Orange County,Jane Smith,PO-9596,INDIVIDUAL,"123 Fake Street, Orange County",Jane Smith,Office-30,VAT-939608,Shipping Label 36,2025-01-30 00:00:28.112,2025-01-24 00:00:28.112,LabelCanceled,Processing,MFN,Source-47,f,f,t,f,f,t,f,f,t,f,t,2025-01-07 18:11:28,2025-02-06 00:00:00,2025-02-02 00:00:00,MPIDRANDOM,1,6,Amazon.de,PartiallyShipped,145.69,USD,LongLeadTimeOrder,GC,2025-02-02 18:11:28,2025-01-18 18:11:28,REPLACED_ORDER_5047,Amazon.ca,Logan Roy,SELLER_ORDER_6436,Same-Day,FreeEconomy,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,,CA
ORDER00037,USPS,Two-Day,f,customer@hotmail.com,Harris County,John Doe,PO-8339,INDIVIDUAL,"123 Fake Street, King County",John Doe,Office-23,VAT-450776,Shipping Label 37,2025-02-06 00:00:28.112,2025-01-23 00:00:28.112,PendingPickUp,Processing,AFN,Source-52,t,f,f,f,f,t,t,f,f,f,f,2025-01-27 18:11:28,2025-02-07 00:00:00,2025-02-05 00:00:00,MPIDRANDOM,7,7,Amazon.ca,PartiallyShipped,132.71,USD,LongLeadTimeOrder,GC,2025-01-28 18:11:28,2025-01-02 18:11:28,REPLACED_ORDER_5227,Amazon.ca,Logan Roy,SELLER_ORDER_8943,Two-Day,FreeEconomy,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,,CA
ORDER00038,FedEx,Same-Day,t,user@yahoo.com,King County,Jane Smith,PO-2101,INDIVIDUAL,"123 Fake Street, Harris County",John Doe,Office-43,VAT-625025,Shipping Label 38,2025-02-01 00:00:28.112,2025-01-27 00:00:28.112,Damaged,NotRequired,AFN,Source-60,f,f,f,f,f,f,t,f,f,t,f,2025-01-03 18:11:28,2025-02-07 00:00:00,2025-02-04 00:00:00,MPIDRANDOM,6,3,Amazon.de,PartiallyShipped,22.06,USD,LongLeadTimeOrder,GC,2025-01-30 18:11:28,2025-01-06 18:11:28,REPLACED_ORDER_2647,Amazon.ca,Logan Roy,SELLER_ORDER_1338,Two-Day,FreeEconomy,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,,CA
ORDER00039,USPS,Expedited,f,customer@hotmail.com,Orange County,Alice Johnson,PO-4690,INDIVIDUAL,"123 Fake Street, Orange County",Bob Brown,Office-12,VAT-883665,Shipping Label 39,2025-02-05 00:00:28.112,2025-01-25 00:00:28.112,PickedUp,NotRequired,AFN,Source-25,f,f,f,t,t,t,f,t,t,t,f,2025-01-25 18:11:28,2025-01-30 00:00:00,2025-02-03 00:00:00,MPIDRANDOM,2,9,Amazon.com,PartiallyShipped,83.04,USD,LongLeadTimeOrder,GC,2025-01-30 18:11:28,2025-01-06 18:11:28,REPLACED_ORDER_3677,Amazon.de,Logan Roy,SELLER_ORDER_6524,Same-Day,FreeEconomy,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,,CA
ORDER00040,USPS,Two-Day,f,customer@hotmail.com,King County,John Doe,PO-1769,BUSINESS,"123 Fake Street, King County",John Doe,Office-4,VAT-598757,Shipping Label 40,2025-02-03 00:00:28.112,2025-01-24 00:00:28.112,PickedUp,NotRequired,AFN,Source-64,f,t,f,t,f,f,t,f,f,t,f,2024-12-30 18:11:28,2025-01-30 00:00:00,2025-02-04 00:00:00,MPIDRANDOM,9,5,Amazon.de,Unfulfillable,42.82,USD,LongLeadTimeOrder,GC,2025-02-01 18:11:28,2025-01-11 18:11:28,REPLACED_ORDER_4577,Amazon.de,Logan Roy,SELLER_ORDER_8266,Two-Day,NextDay,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,,CA
ORDER00041,DHL,Expedited,t,example@gmail.com,King County,Alice Johnson,PO-8471,BUSINESS,"123 Fake Street, Orange County",Jane Smith,Office-47,VAT-842157,Shipping Label 41,2025-02-03 00:00:28.112,2025-01-20 00:00:28.112,Delivered,NotRequired,MFN,Source-76,f,f,t,f,t,f,t,t,f,f,f,2025-01-17 18:11:28,2025-01-29 00:00:00,2025-02-05 00:00:00,MPIDRANDOM,8,3,Amazon.de,Unfulfillable,48.86,USD,LongLeadTimeOrder,GC,2025-02-01 18:11:28,2025-01-14 18:11:28,REPLACED_ORDER_5308,Amazon.ca,Logan Roy,SELLER_ORDER_1748,Two-Day,NextDay,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,,CA
ORDER00042,UPS,Expedited,f,example@gmail.com,Harris County,John Doe,PO-3115,BUSINESS,"123 Fake Street, Orange County",Jane Smith,Office-4,VAT-756382,Shipping Label 42,2025-02-03 00:00:28.112,2025-01-20 00:00:28.112,PendingPickUp,NotRequired,AFN,Source-13,f,f,f,t,f,t,t,t,f,f,f,2025-01-27 18:11:28,2025-01-30 00:00:00,2025-02-12 00:00:00,MPIDRANDOM,6,7,Amazon.de,Unfulfillable,410.26,USD,LongLeadTimeOrder,GC,2025-01-28 18:11:28,2025-01-23 18:11:28,REPLACED_ORDER_1742,Amazon.de,Logan Roy,SELLER_ORDER_8763,Standard,NextDay,Default Location,Shipping Address Placeholder,,,New York,USA,,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,,CA
ORDER00043,DHL,Expedited,f,example@gmail.com,Orange County,John Doe,PO-5698,BUSINESS,"123 Fake Street, King County",Bob Brown,Office-38,VAT-947427,Shipping Label 43,2025-02-07 00:00:28.112,2025-01-26 00:00:28.112,PickedUp,NotRequired,MFN,Source-5,t,t,t,t,f,t,f,t,t,t,t,2025-01-23 18:11:28,2025-02-01 00:00:00,2025-02-12 00:00:00,MPIDRANDOM,10,4,Amazon.ca,Unfulfillable,331.24,USD,LongLeadTimeOrder,GC,2025-02-02 18:11:28,2025-01-26 18:11:28,REPLACED_ORDER_5613,Amazon.de,Logan Roy,SELLER_ORDER_5355,Expedited,NextDay,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,,CA
ORDER00044,DHL,Expedited,t,user@yahoo.com,King County,Bob Brown,PO-9452,BUSINESS,"123 Fake Street, Harris County",Bob Brown,Office-42,VAT-854863,Shipping Label 44,2025-02-04 00:00:28.112,2025-01-27 00:00:28.112,Delivered,NotRequired,MFN,Source-44,t,f,f,f,t,t,f,f,f,t,f,2025-01-24 18:11:28,2025-02-04 00:00:00,2025-02-06 00:00:00,MPIDRANDOM,8,0,Amazon.com,Unfulfillable,96.88,USD,LongLeadTimeOrder,GC,2025-01-29 18:11:28,2025-01-07 18:11:28,REPLACED_ORDER_7547,Amazon.com,Logan Roy,SELLER_ORDER_2021,Two-Day,NextDay,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,,CA
ORDER00045,UPS,Same-Day,f,user@yahoo.com,Harris County,Jane Smith,PO-1769,BUSINESS,"123 Fake Street, Orange County",Bob Brown,Office-44,VAT-889566,Shipping Label 45,2025-02-04 00:00:28.112,2025-01-26 00:00:28.112,Delivered,NotRequired,MFN,Source-82,f,t,t,f,f,f,t,t,f,t,t,2025-01-13 18:11:28,2025-02-06 00:00:00,2025-02-09 00:00:00,MPIDRANDOM,5,0,Amazon.de,Unfulfillable,174.27,USD,LongLeadTimeOrder,GC,2025-01-30 18:11:28,2025-01-08 18:11:28,REPLACED_ORDER_2170,Amazon.com,Logan Roy,SELLER_ORDER_7898,Same-Day,NextDay,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,,CA
ORDER00046,FedEx,Standard,f,user@yahoo.com,King County,John Doe,PO-5100,BUSINESS,"123 Fake Street, King County",John Doe,Office-14,VAT-230421,Shipping Label 46,2025-01-30 00:00:28.112,2025-01-23 00:00:28.112,PickedUp,NotRequired,AFN,Source-68,t,f,t,f,t,f,t,f,f,t,t,2025-01-28 18:11:28,2025-01-29 00:00:00,2025-02-05 00:00:00,MPIDRANDOM,7,2,Amazon.com,Unfulfillable,18.41,USD,LongLeadTimeOrder,GC,2025-01-28 18:11:28,2025-01-24 18:11:28,REPLACED_ORDER_2889,Amazon.com,Logan Roy,SELLER_ORDER_5150,Expedited,NextDay,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,,CA
ORDER00047,UPS,Same-Day,f,customer@hotmail.com,Harris County,Jane Smith,PO-8834,BUSINESS,"123 Fake Street, Orange County",Jane Smith,Office-41,VAT-888511,Shipping Label 47,2025-01-30 00:00:28.112,2025-01-25 00:00:28.112,PickedUp,NotRequired,MFN,Source-59,f,t,f,t,t,f,f,f,f,f,t,2025-01-23 18:11:28,2025-02-06 00:00:00,2025-02-03 00:00:00,MPIDRANDOM,7,9,Amazon.de,Unfulfillable,462.43,USD,LongLeadTimeOrder,GC,2025-02-01 18:11:28,2025-01-01 18:11:28,REPLACED_ORDER_4603,Amazon.com,Logan Roy,SELLER_ORDER_6846,Standard,NextDay,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,,CA
ORDER00048,UPS,Standard,t,user@yahoo.com,King County,Alice Johnson,PO-7484,BUSINESS,"123 Fake Street, Harris County",John Doe,Office-9,VAT-900773,Shipping Label 48,2025-01-29 00:00:28.112,2025-01-27 00:00:28.112,PendingPickUp,NotRequired,MFN,Source-7,f,t,f,t,f,t,f,f,t,f,f,2025-01-08 18:11:28,2025-02-01 00:00:00,2025-02-04 00:00:00,MPIDRANDOM,0,5,Amazon.com,InvoiceUnconfirmed,152.83,USD,LongLeadTimeOrder,GC,2025-02-02 18:11:28,2025-01-02 18:11:28,REPLACED_ORDER_1271,Amazon.ca,Logan Roy,SELLER_ORDER_2304,Two-Day,NextDay,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,,CA
ORDER00049,UPS,Expedited,t,user@yahoo.com,King County,Bob Brown,PO-1090,BUSINESS,"123 Fake Street, Orange County",John Doe,Office-15,VAT-646251,Shipping Label 49,2025-01-31 00:00:28.112,2025-01-22 00:00:28.112,PendingPickUp,NotRequired,MFN,Source-83,t,t,f,f,f,f,t,t,t,t,t,2025-01-19 18:11:28,2025-02-04 00:00:00,2025-02-10 00:00:00,MPIDRANDOM,3,3,Amazon.com,InvoiceUnconfirmed,79.07,USD,LongLeadTimeOrder,PointsAccount,2025-01-30 18:11:28,2025-01-04 18:11:28,REPLACED_ORDER_2235,Amazon.com,Logan Roy,SELLER_ORDER_7381,Standard,NextDay,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,,CA
ORDER00050,UPS,Two-Day,f,customer@hotmail.com,Harris County,John Doe,PO-5840,BUSINESS,"123 Fake Street, King County",Bob Brown,Office-22,VAT-476951,Shipping Label 50,2025-01-29 00:00:28.112,2025-01-25 00:00:28.112,PendingPickUp,NotRequired,AFN,Source-50,f,t,f,t,t,f,f,t,t,f,f,2025-01-04 18:11:28,2025-01-30 00:00:00,2025-02-09 00:00:00,MPIDRANDOM,10,0,Amazon.de,InvoiceUnconfirmed,114.36,USD,LongLeadTimeOrder,PointsAccount,2025-01-29 18:11:28,2025-01-02 18:11:28,REPLACED_ORDER_5676,Amazon.de,Logan Roy,SELLER_ORDER_9406,Standard,NextDay,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,,CA
ORDER00051,DHL,Two-Day,t,example@gmail.com,King County,Jane Smith,PO-9644,BUSINESS,"123 Fake Street, Harris County",John Doe,Office-15,VAT-766684,Shipping Label 51,2025-02-06 00:00:28.112,2025-01-23 00:00:28.112,PickedUp,NotRequired,MFN,Source-22,f,f,f,t,t,f,f,f,f,f,f,2025-01-12 18:11:28,2025-01-31 00:00:00,2025-02-04 00:00:00,MPIDRANDOM,7,4,Amazon.de,InvoiceUnconfirmed,35.76,USD,LongLeadTimeOrder,PointsAccount,2025-01-28 18:11:28,2025-01-16 18:11:28,REPLACED_ORDER_9916,Amazon.ca,Logan Roy,SELLER_ORDER_3758,Standard,NextDay,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,,CA
ORDER00052,UPS,Standard,f,customer@hotmail.com,Harris County,Jane Smith,PO-3900,BUSINESS,"123 Fake Street, Orange County",Jane Smith,Office-41,VAT-380153,Shipping Label 52,2025-02-02 00:00:28.112,2025-01-22 00:00:28.112,ReturningToSeller,NotRequired,AFN,Source-62,f,f,f,t,f,f,t,t,t,f,t,2025-01-25 18:11:28,2025-01-30 00:00:00,2025-02-10 00:00:00,MPIDRANDOM,9,2,Amazon.com,InvoiceUnconfirmed,78.68,USD,LongLeadTimeOrder,PointsAccount,2025-02-02 18:11:28,2025-01-07 18:11:28,REPLACED_ORDER_7066,Amazon.ca,Logan Roy,SELLER_ORDER_8458,Same-Day,NextDay,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,,CA
ORDER00053,UPS,Same-Day,f,customer@hotmail.com,King County,John Doe,PO-3461,BUSINESS,"123 Fake Street, King County",Alice Johnson,Office-49,VAT-905426,Shipping Label 53,2025-02-05 00:00:28.112,2025-01-27 00:00:28.112,Delivered,NotRequired,AFN,Source-3,f,f,f,t,f,t,t,t,t,t,t,2025-01-11 18:11:28,2025-02-03 00:00:00,2025-02-03 00:00:00,MPIDRANDOM,6,6,Amazon.ca,InvoiceUnconfirmed,387.57,USD,LongLeadTimeOrder,PointsAccount,2025-02-01 18:11:28,2025-01-19 18:11:28,REPLACED_ORDER_7064,Amazon.com,Logan Roy,SELLER_ORDER_7705,Same-Day,Priority,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00054,DHL,Expedited,f,user@yahoo.com,Harris County,Bob Brown,PO-8566,BUSINESS,"123 Fake Street, Orange County",Alice Johnson,Office-17,VAT-494818,Shipping Label 54,2025-01-30 00:00:28.112,2025-01-21 00:00:28.112,Delivered,NotRequired,AFN,Source-34,f,t,t,f,t,f,f,f,f,t,f,2025-01-06 18:11:28,2025-02-07 00:00:00,2025-02-06 00:00:00,MPIDRANDOM,1,8,Amazon.com,InvoiceUnconfirmed,165.35,USD,Preorder,PointsAccount,2025-01-28 18:11:28,2025-01-05 18:11:28,REPLACED_ORDER_6219,Amazon.com,Logan Roy,SELLER_ORDER_7866,Standard,Priority,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00055,FedEx,Two-Day,f,user@yahoo.com,King County,Alice Johnson,PO-1410,BUSINESS,"123 Fake Street, King County",Alice Johnson,Office-34,VAT-536103,Shipping Label 55,2025-02-06 00:00:28.112,2025-01-20 00:00:28.112,PendingPickUp,NotRequired,AFN,Source-5,t,t,t,f,t,f,t,t,t,f,t,2025-01-15 18:11:28,2025-02-07 00:00:00,2025-02-03 00:00:00,MPIDRANDOM,4,10,Amazon.com,InvoiceUnconfirmed,436.83,USD,Preorder,PointsAccount,2025-01-28 18:11:28,2025-01-17 18:11:28,REPLACED_ORDER_1589,Amazon.com,Logan Roy,SELLER_ORDER_1572,Same-Day,Priority,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00056,UPS,Two-Day,t,customer@hotmail.com,King County,Bob Brown,PO-6568,BUSINESS,"123 Fake Street, Harris County",John Doe,Office-17,VAT-464771,Shipping Label 56,2025-02-04 00:00:28.112,2025-01-19 00:00:28.112,Delivered,NotFound,AFN,Source-38,t,f,t,f,t,t,f,t,f,t,t,2025-01-13 18:11:28,2025-01-29 00:00:00,2025-02-05 00:00:00,MPIDRANDOM,9,3,Amazon.ca,InvoiceUnconfirmed,256.62,USD,Preorder,PointsAccount,2025-02-01 18:11:28,2025-01-25 18:11:28,REPLACED_ORDER_6210,Amazon.ca,Logan Roy,SELLER_ORDER_5580,Two-Day,Priority,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00057,FedEx,Two-Day,f,example@gmail.com,Harris County,Jane Smith,PO-9252,BUSINESS,"123 Fake Street, King County",Bob Brown,Office-8,VAT-693394,Shipping Label 57,2025-01-31 00:00:28.112,2025-01-20 00:00:28.112,PickedUp,NotFound,MFN,Source-41,t,f,t,t,t,f,t,t,f,t,f,2025-01-06 18:11:28,2025-02-07 00:00:00,2025-02-10 00:00:00,MPIDRANDOM,10,6,Amazon.de,PendingAvailability,91.35,USD,Preorder,PointsAccount,2025-01-31 18:11:28,2025-01-16 18:11:28,REPLACED_ORDER_4580,Amazon.com,Logan Roy,SELLER_ORDER_1126,Standard,Priority,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00058,DHL,Standard,f,user@yahoo.com,Orange County,John Doe,PO-5167,BUSINESS,"123 Fake Street, King County",John Doe,Office-28,VAT-767829,Shipping Label 58,2025-02-03 00:00:28.112,2025-01-23 00:00:28.112,Delivered,NotFound,MFN,Source-26,f,t,f,f,t,f,f,t,t,t,f,2025-01-23 18:11:28,2025-02-03 00:00:00,2025-02-05 00:00:00,MPIDRANDOM,3,3,Amazon.com,PendingAvailability,449.18,USD,Preorder,PointsAccount,2025-01-30 18:11:28,2025-01-22 18:11:28,REPLACED_ORDER_1417,Amazon.de,Logan Roy,SELLER_ORDER_3637,Two-Day,Priority,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00059,FedEx,Standard,t,example@gmail.com,Orange County,Jane Smith,PO-6260,BUSINESS,"123 Fake Street, King County",Alice Johnson,Office-2,VAT-375624,Shipping Label 59,2025-02-03 00:00:28.112,2025-01-18 00:00:28.112,Delivered,NotFound,AFN,Source-61,t,f,t,t,t,f,f,t,t,t,t,2025-01-25 18:11:28,2025-01-31 00:00:00,2025-02-09 00:00:00,MPIDRANDOM,3,8,Amazon.ca,PendingAvailability,57.61,USD,Preorder,PointsAccount,2025-01-30 18:11:28,2025-01-19 18:11:28,REPLACED_ORDER_7853,Amazon.de,Logan Roy,SELLER_ORDER_9483,Expedited,Priority,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00060,USPS,Standard,f,customer@hotmail.com,Harris County,Jane Smith,PO-1730,BUSINESS,"123 Fake Street, Harris County",John Doe,Office-9,VAT-337031,Shipping Label 60,2025-01-30 00:00:28.112,2025-01-23 00:00:28.112,PendingPickUp,NotFound,MFN,Source-51,t,f,f,t,t,t,f,t,f,f,f,2025-01-03 18:11:28,2025-02-01 00:00:00,2025-02-08 00:00:00,MPIDRANDOM,0,6,Amazon.ca,PendingAvailability,362.02,USD,Preorder,PointsAccount,2025-02-01 18:11:28,2025-01-26 18:11:28,REPLACED_ORDER_8467,Amazon.ca,Logan Roy,SELLER_ORDER_8003,Standard,Priority,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00061,FedEx,Two-Day,t,example@gmail.com,Harris County,John Doe,PO-5551,BUSINESS,"123 Fake Street, King County",John Doe,Office-32,VAT-274365,Shipping Label 61,2025-02-07 00:00:28.112,2025-01-24 00:00:28.112,Delivered,NotFound,AFN,Source-36,f,t,f,f,f,t,t,f,f,t,t,2025-01-10 18:11:28,2025-02-06 00:00:00,2025-02-05 00:00:00,MPIDRANDOM,9,1,Amazon.de,PendingAvailability,459.96,USD,Preorder,PointsAccount,2025-01-31 18:11:28,2025-01-10 18:11:28,REPLACED_ORDER_3261,Amazon.de,Logan Roy,SELLER_ORDER_7200,Same-Day,Priority,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
